review,sentiment
received actual is as per picture shown quality is good,1
received after day of ordered in good condition exp jan,1
received after week very nice knife set,1
received all item with bubble wrap and in great condition also have free sample to try thank you,1
received all plant in a red reusable bag happy with the plant,1
received all powerbanks and casing they are working fine,1
received all the colour that i wan thanks so much seller will purchase again if i need too,1
received and everything is good can t wait to try it hope it s good,1
received and good i love it,1
received and he s loving it,1
received and in good order,1
received and it is working welllight is very bright usb cover can not close up properly so take note of waterproof issue,1
received as pictured haven t use but these are common household item will reorder if good,1
received book in good order thanks,1
received both the item in a week both the item as per what the seller described it is good for the price,1
received both wallet in good condition and true to picture,1
received bought it while it wa on sale for the price that it is i think it is very worth it,1
received but have not try it yet,1
received but not try yet hope the quality is good,1
received by normal mail size wise kid should be able to wear,1
received delivery fast looking forward to try product with milk combination fast reply for seller recommended,1
received discreetly in good condition have not tried yet,1
received everything ordered in good condition fast delivery too,1
received fast,1
received fast in week same a advertised will order more never received the free keychain that seller said will be giving,1
received good condition authentic item,1
received good condition fast delivery,1
received good condition more flexible folded hand thumb up,1
received good testing working,1
received green which wa great a it s my niece s favourite colour good buy,1
received hair band thank you smiling face with heart eye,1
received have yet to try,1
received hope it work well,1
received i love it,1
received in a box and was secured by a plastic inside delivered within a week,1
received in a good condition fast delivery will buy again from this seller,1
received in a very good condition,1
received in a very good condition and the pot is good a well,1
received in about two week in good condition seems pretty authentic,1
received in about week quality of hoop and thread are not the best but for this price point it is value for money,1
received in bubble wrap with few dent on the box but the item is still in good condition thanks,1
received in day,1
received in day fast delivery,1
received in day upon ordering item came in good condition yet to try look good and hopefully fit just nice,1
received in fast delivery and good condition expiry date still very long,1
received in gd condition,1
received in gd condition fast delivery too,1
received in gd condition yet to test it,1
received in gd order it is nice n well packed,1
received in gd quality,1
received in good condition a packaging the firmness is just enough that you can even use while sleeping smiling face thanks,1
received in good condition although box is slightly dented quality is acceptable and work well doesnt look authentic,1
received in good condition although delivery took some time will recommend,1
received in good condition and delivery is just nice got free gift thanks seller,1
received in good condition and delivery wa considered fast thanks seller,1
received in good condition and fast delivery i bought the one in ash brown the pigmentation is okay and the product is very affordable thank you seller,1
received in good condition and fast delivery thank you seller,1
received in good condition and material is soft good product thank you,1
received in good condition and nicely packed condition nice case and is fitting good,1
received in good condition and received curel sample the delivery guy made effort to inform by calling thumb up,1
received in good condition and shipping was quite fast too and easy to stick feel nice to the touch will be buying more again soon,1
received in good condition and the delivery was fast expiry date is reasonable a child consume the milk powder in a short period of time thank seller for the promotion looking forward to more promotion in the near future,1
received in good condition and very fast delivery thank you for the free gift,1
received in good condition and well wrapped shipment is fast will buy from them again and recommend to my friend thanks,1
received in good condition and with free desktop calendar thanks seller,1
received in good condition and within a short time recommended,1
received in good condition but haven t try it on yet,1
received in good condition cable fit perfectly recommend,1
received in good condition color very bright,1
received in good condition colour as shown in picture,1
received in good condition consider week fast delivery from china,1
received in good condition cutting is good thanks seller smile,1
received in good condition expire nov,1
received in good condition expiry is far too,1
received in good condition fast delivery a well smaller than i expected,1
received in good condition fast delivery and good deal smile,1
received in good condition fast delivery good quality thick material,1
received in good condition fast delivery hassle free process thank you,1
received in good condition fast delivery item is good as described,1
received in good condition fast delivery size quite big material good quality soft and comfortable same a picture recommended to buy,1
received in good condition fast delivery thank you seller,1
received in good condition good deal and quick one,1
received in good condition good deal with off but one day after purchasing the price dropped to during flash deal overall good buy thanks,1
received in good condition good product will repurchase when requires,1
received in good condition good quality for this pricing,1
received in good condition greatly appreciated a big thank you to everyone who make this delivery success folded hand woman bowing,1
received in good condition happy with my purchase gooooooood,1
received in good condition haven t try it yet if will recommend to friend thumb up,1
received in good condition hoping to see how well it work with fine line,1
received in good condition however a little tinier than expected,1
received in good condition is properly packed a well thumb up light skin tone ok hand light skin tone,1
received in good condition it a good buy for the price easy to use too thanks seller,1
received in good condition it was well packed have yet to open it smile,1
received in good condition item wrapped nicely,1
received in good condition like it very much smile a good buy,1
received in good condition look cute and got light thanks seller,1
received in good condition look nice quality not bad yet to use,1
received in good condition look very nice and extra bracket and spoon are given,1
received in good condition material a bit thin overall ok for the price will purchase again,1
received in good condition material was soft and comf son like it very much delivery wa fast too thank you very much,1
received in good condition n my girl really love it,1
received in good condition no damage,1
received in good condition no dent,1
received in good condition no fold line great,1
received in good condition no missing bolt nut chair seems stable easy diy ordered the night before received it the very next day smile keep it up,1
received in good condition packaged decently labelled clearly yet to try,1
received in good condition packaging yet to try hope it fit,1
received in good condition packed in a box expiry date is the gummies taste very sweet though,1
received in good condition price is cheap,1
received in good condition price is reasonable hope can last,1
received in good condition quality of string is acceptable not too low end,1
received in good condition quality ok and worth it thanks seller,1
received in good condition quality seemed good but yet to try,1
received in good condition recommanded,1
received in good condition same product as per attached and described in seller s discription thank you will order again,1
received in good condition tested the headset n is working thank u folded hand light skin tone seller,1
received in good condition thank u,1
received in good condition thank u smile,1
received in good condition thank you,1
received in good condition thank you thumb up,1
received in good condition thanks,1
received in good condition thanks will start using it nice colour,1
received in good condition the anchovy are really nice a pity the expiry date is quite short if not i would have bought more,1
received in good condition the material is also quite durable thank you seller take care,1
received in good condition the setting is easy,1
received in good condition the sponge not too thick just nice for wearing long day hope can last after few wash,1
received in good condition thumb up nice packing nice seller good product quality,1
received in good condition tried out and like it a lot highly recommended,1
received in good condition value for money,1
received in good condition value for money cheap thanks seller thumb up light skin tone,1
received in good condition value for money great a gift,1
received in good condition well packed thank you seller,1
received in good condition will buy again,1
received in good condition will order again if it is nice,1
received in good condition will purchase again from play e,1
received in good condition will repurchase in future thanks,1
received in good condition with greater quality,1
received in good condition with product leaflet and a little metal applicator too haven tried and tested the product hope it s work for me,1
received in good condition within day,1
received in good condition within one week hope it nice and work for me thumb up light skin tone,1
received in good condition would definitely buy again thumb up,1
received in good condition yet to try it thanks,1
received in good form thanks,1
received in good order,1
received in good order and really quick will definitely reorder if need to,1
received in good order and wa well wrapped have not used it yet but look fine,1
received in good order but taste wa a bit meh luckily bought it a an add on unlikely to get again,1
received in good order cute design it s rather thin good value for the purchase thanks,1
received in good order fast delivery service,1
received in good order thank you for the gift,1
received in good order very light hope it last,1
received in good packaging,1
received in good quality happy with purchase,1
received in good quality same a described will purchase again great always thumb up,1
received in good shape,1
received in good working condition easy to use,1
received in great condition,1
received in great condition and came the same colour as i ordered all is working well for each colour pair of earphone smiling face with smiling eye,1
received in great condition thank you smile,1
received in letter box bag in good condition the price is ok,1
received in mailbox look really solid happy with purchase,1
received in perfect condition and exact quantity ordered thank u,1
received in perfect condition no dent whatsoever thanks,1
received in proper protective wrapping and tested working bass not bad,1
received in well packing compact and small bought a a gift to my sister,1
received it a described delivery took a while item is in good quality,1
received it in a week pretty decent quality bought it during flash sale at hope it last haha,1
received it in a week time bubbled wrapped a well can t wait to try,1
received it quick seller s so nice to provide sample size pack for future purchase and free sticker a well will purchase again,1
received it thanks a million seller,1
received it well and it was bubble wrapped thank you for this,1
received it with bubble wrap nice colour great for kid not heavy,1
received it with good condition will buy it again great aaaa,1
received it within day so excited to try it thank u,1
received item a described,1
received item all together into one singular bubble padded envelope without segregation,1
received item and wa able to put them together without a manual no missing part,1
received item as advertise cm waist size xl waist is just nice only using a tiny bit the stretch length is ok not too short nor long,1
received item doe not stick well and net is too thin,1
received item good condition and quality,1
received item in good condition and fast delivery did not expect the toy to be that big me and my son love it it is soo cute,1
received item in good condition and had tried using it instruction manual very clear and easy to use,1
received item in good condition fast delivery thank you,1
received item in good condition fast delivery towel size is quite big worth the price,1
received item in good condition just fit my external hard drive nicely thank you seller,1
received item in good condition material is soft and comfortable lo s mattress is an in between size so got the bigger size a little long but is not a problem because of the elastic band and can just tuck in under good buy,1
received item in good condition quality look good hope it last,1
received item in good condition size just right thank,1
received item in good condition still have not try it out yet,1
received item in good condition thanks smiling face with smiling eye thumb up,1
received item in good condition the box is dented but the product is fine,1
received item in good condition thumb up light skin tone,1
received item in good condition value for money happy with purchase thank you seller,1
received item in good condition very fast delivery trusted seller,1
received item in good condition will order more surely,1
received item in good order and condition good to have the cover protection,1
received item in good order everything seems ok no problem,1
received item in good shape and a advertised,1
received item in letterbox in good condition didn t realise the width is so narrow but look nice,1
received item properly packed and in good condition come with a mini pump work well and inflated properly,1
received item thanks,1
received item well item look pretty and fit my pink white room theme well,1
received item with a few piece of the white sheet will try out,1
received item with no hassle within week,1
received item with thanks smiling face with smiling eye thumb up price is cheap definitely will buy again,1
received item within a week item fit well my phone,1
received iten in good condition highly recommended,1
received just what i needed smile,1
received love it so much will definitely order more from you guy kudos,1
received mask in good condition and nicely sealed packaging size is fitting for kid quality is great will definitely buy again,1
received my casing love it so much smiling face with heart eye it pretty thank you yea purple heart,1
received my nice bracelet,1
received my order fast delivery then fish toy look real thank you,1
received my order within a week thanks seller,1
received my pink clock smiling face with heart,1
received on the next day beaming face with smiling eye thumb up,1
received order in good condition thank seller,1
received order very nice i like it so much i want to order more very nice quality,1
received product a advertised package is nicely packed good price,1
received product a picture seems like good quality material the hole seem a bit big so not sure if it can filter well,1
received product today no defect or damage found thanks seller,1
received promptly and bought during a good sale difficult to find the light pink deodarant in sg but happy i could find it here,1
received promptly and in good condition,1
received promptly in good condition smell nice for a anti bacterial soap,1
received short of but really pretty colour worth the buy,1
received so far okie but slightly heavy,1
received thanks,1
received the book in good condition look forward to read them to my kid,1
received the book in super good condition thanks,1
received the box without clasp to hold the box hence it wa useless seller offered to give me a replacement di,1
received the clock the inside screen of the blue clock is slightly warped but it s ok can still see the number,1
received the correct colour this time thank you quality is okay,1
received the earings in perfect condition they are pretty cant wait to give them a pressy thanks seller,1
received the glass pot in good condition i love this handy coffee maker would be better if it come with a lid thank you,1
received the good within day slight dent for top box but overall ok ok hand light skin tone,1
received the item after day of ordering very fast delivery authentic and will order again next time,1
received the item have yet to test it hope it work as stated,1
received the item in good condition beautiful and nice cover thanks,1
received the item in good condition thank you so much,1
received the item in good condition thumb up light skin tone,1
received the item in good condition want to try this item hopefully it can absorb well,1
received the item in letter box tested and it look bright,1
received the item today with good packaging have not tried yet but the item look exactly as advertised,1
received the item with good condition hope my niece will love it thank you,1
received the item within nd week look not bad hopefully it last,1
received the item wrap nicely with bubble wrap thanks seller for the free gift with not expected,1
received the order within a week come wrapped in bubble wrap expire look authentic thank you,1
received the parcel earlier than expected am satisfied with the product,1
received the parcel thank you for fast delivery nice pant,1
received the product with good condition the product is useful for me,1
received the product within a week have yet to use but seems promising,1
received the product work fine come in loose plastic bag but no problem,1
received the stamp in good condition can t wait to try it look similar to the photo have purchased item from seller received a roll of washi tape a gift,1
received the straw and package in good condition owner took the care to mark package a fragile and all component were inside,1
received the top in good condition my nd purchase suitable for cooling weather,1
received the voucher almost immediately can t wait to get my cupcake,1
received the wallet however the purse clip is a bit hard to open and close and one of the clip base nearly broke when i tried to open one overall material and design is nice,1
received them very cute design and nice material a well thank you,1
received this in great condition normally i would wear m size but i brought l and it fit me just nice,1
received this super fast ordered the night b receive the following evening i will recommend this seller swiss made,1
received timely in good condition tested working very well thank you,1
received timely very good price,1
received very fast within a week easy to assemble and good quality totally worth the price will buy another smile,1
received very quickly within day after seller shipped it out,1
received via courier nicely packed good quality and work well thank you seller smiling face,1
received well haven t use yet hopefully good,1
received well in bubble wrap envelope really pretty per photo,1
received well thank you for the freebie smiling face with smiling eye,1
received well with bubble wrap fast and efficient will order again,1
received wif all item thanksreceived within week,1
received will try later,1
received with a small gift thank u for this smell nice,1
received with correct item sound quality is not that good but it so you get what you paid for seller shipped within a day,1
received with day repeated purchase thanks,1
received with day very fast working fine and big overall is good thumb up,1
received with great packaging and product,1
received with great packaging bubble wrapped nicely no leakage thumb up light skin tone,1
received with quick delivery within week brush seems of a decent quality,1
received with superfast delivery bottle same as pic shown worth buying,1
received with thanks fast delivery thumb up,1
received with thanks green heart,1
received with thanks nice watch and worth the price ok hand medium light skin tone,1
received with thanks nicely wrapped looking forward to using it,1
received within a few day and shipped directly from korea super impressed with the speed,1
received within a week thanks,1
received within day after ordering item well wrapped and in good condition good a a gift and not to mention nice smell happy with the purchase,1
received within day and nicely installed at delivery good buy,1
received within day in good condition reliable seller thumb up light skin tone,1
received within day is cheaper than other seller,1
received within day of order item are all well packed,1
received worth buying,1
received yet to try,1
recieve item already,1
recieved and fast delivery,1
recieved in a good condition and it really good,1
recieved in good condition thank you seller recommended buy cm bigger,1
recieved item in good condition fast delivery,1
recieved the item in good condition thank you,1
recommend this seller fast delivery good projector,1
recommended seller appreciates the sample,1
recommended to buy fast delivery and will ill buy again in future,1
refreshing and non burning better than the other brand and at this prize awesome,1
regular replenishment fruit and vegetable are nicely packed and received in good condition,1
relatively easy to fix up,1
relatively fast delivery product a advertised satisfied with purchase,1
reliable school shoe,1
repeat customer always happy with order my calathea triostar leaf got cut off but it ok hopefully it will survive,1
repeat order delivery wa fast,1
repeat order from seller,1
repeat order from this seller and will order again in future thank you,1
repeat order good value if at this price keep the price at this price will order more,1
repeat purchase,1
repeat purchase package is alright price is acceptable,1
repeat purchase requested for no box or plastic delivered intact and fast thank you,1
repeat purchase this time round for size smaller a m bottom were a tad loose indeed s fit better and love the design sent by tyr thanks for taking into consideration my request for a plain set a i did not want a similar printed one like the earlier m set,1
repeated buy it v useful,1
repeated buyer thank you for the fast delivery a always,1
repeated customer and we got paw patrol sticker for free thank you,1
repeated purchase and value for money good product,1
repeated purchase from the same seller great product quality and highly reliable seller highly recommended,1
repeated purchase good buy,1
repeated purchase item in good condition and well received,1
repeated purchase love the pant,1
repeated purchase trying out the new product hope it can help to maintain the skin condition,1
reply are fast,1
responsive seller completed satisfied w product,1
returning customer and my dad love the color of shoe comfy shoe brand and good super fast delivery a well day thumb up,1
safely packed in a box receive in good condition,1
same as photo attached nice and haven try yet price ok packing ok,1
same as shown on the seller page very good service although shipping was a bit slow,1
same like photo smiling face with heart eye it,1
satisfied,1
satisfied with the delivery as usual,1
satisfied with the purchase,1
second purchase,1
second purchase,1
second purchase and received on time the function is good,1
second purchase as the bracelet is very beautiful product is well packed and protected,1
second purchase but in a different size,1
second purchase love it,1
second purchase seems thin at first but is suitable for everyday use i use it for kitchen and toilet too,1
second purchase thumb up,1
second time buying it love it,1
second time buying satisfied with the product and delivery speed,1
second time buying this i love the texture of the screen protector,1
second time buying this recommended beanie is think and well made,1
second time buying very fast delivery thanks,1
second time purchasing di,1
seem like gd material n nice will buy again definitely,1
seems like what was advertised received it soon enough and haven t opened it though still in it packaging satisfied,1
seems quite good quality for the amount paid,1
seems to be worked,1
seller fast response item received in just a few day good quality fit nicely,1
seller is friendly hope it can last because we bought a few heater before all doe not last long delivery time is ok packaging is ok too thanks,1
seller is responsive to my queries thank you so much,1
seller is super interactive update on shipping and price are super good delivery took about day which wa fine co bought over weekend gave free sample too the expiry date are around too will purchase again smile happy buyer,1
seller is very efficient thank you,1
seller is very helpful and responds promptly ordered yesterday and received today product is good and sturdy,1
seller is very nice would recommend this shop to others,1
seller is very prompt in delivery item received the next day and material is quite soft smile,1
seller is very responsive and the moving process only take less than minute,1
seller is very responsive will definitely buy from themagain,1
seller is very sincere helpful attending to query promptly at all time despite this covid period thank you,1
seller prompt in sending out the order item well received and seller kind enough to include a usb fan a a gift will test the battery performance out,1
seller provided extra seed a pot thank you item a describe with instruction recommend,1
seller s really nice and arrived the item within a week or le i think i can t wait to use it soon,1
seller ship out very fast item,1
seller told me shipping will delay good service thumb up,1
seller very responsive and fast delivery material is good value for money good buy thumb up light skin tone,1
seller wa kind enough to give a packet of gummy tho melted into a lump of goo product came in good condition,1
seller was fast in sending out gold nice packaging,1
seller was kind enough to inform me that there wasn t any bundle promotion for this item and asked if i wanted a refund or proceed with it however requested change another brand of the litter i m glad gave an okay grinning squinting face,1
seller was nice enough to give some free sample highly recommended smile,1
seller was polite patient and knowledgegood service,1
seller was prompt in reply product arrived quickly in good condition,1
seller was very nice to deliver it asap when i place order received within day when i ordered,1
send after week in good condition thank you seller,1
service good packaging good fast delivery mechanical arm,1
sexy comfortable and reasonable price good buy will definitely buy again,1
shipment is fast and item are intact first time user hope it work well,1
shipment was very fast it arrived within the next business day fit well into the bottle,1
shipped from korea and arrived in week look authentic cheaper than retail store,1
shipped quickly the seller is also super good red heart big push,1
shippes out very quickly and product look same as in the pic hope it work well,1
shipping and delivery take awhile,1
shipping is slow but understandable due the current situation how the product is good and worth the wait bought during flash sale for value for money,1
shipping was fast and my girl is happy,1
shirt is thin gd for singapore weather,1
shoe fit really well i like it alot and it s so comfortable highly recommended seller is very efficient,1
shopping cart came well wrapped and in order cheaper than price at retail store worth buying,1
should have bought a size bigger now it fit just nice on my foot but would have been nice to get more space at the front and back co now my foot look big the shoe itself is quite nice and i like the height of the heel,1
simple but effective,1
size fit a small baby waterproof nice and cute design baby like it,1
size is slightly small but other than that all is fine,1
size is smaller than actual size chart material are soft and good,1
sizing run small buy size bigger material is comfortable,1
slightly small but still practical material is alright light but steady,1
slim fit and very cute,1
small and compact yet to try but worth the purchase,1
small and convenient,1
small and simple packaging quick delivery from china product as expected would buy again,1
small and useful doe not come with a removable bowl,1
small and working well for charging and listening to the audio,1
small but beautiful bag,1
small but efficient and good thanks smile took quite awhile tho dislike,1
small drawer quality is okay,1
small in size and cute item as described thank you seller,1
small like a tablespoon but good,1
smaller than expected still ok to entertain kid thank you seller,1
smallest size a bit loose for my skinny yo but other wise ok strap a bit long,1
smell good cinnamon seller reply promptly will purchase again,1
smooth and super worth the price,1
smooth texture seem comfortable to wear worth the price,1
so cute omg thank you for the excellent quality airpod casing will purchase more stuff from your shop again smile,1
so far okay not much effect yet coz i have only tried once,1
so far so good don t know how long it will last so i bought just in case and both are working fine for now,1
so far so good thank you,1
so fast and good quality thank u i will order again slightly smiling face,1
so glad that it smell very nice and so far it look like it s working,1
so happy to buy this on shoppee love this classic design and really got a good deal with coin discount and flash sale thank you,1
so in love with my buy received these within a week and theyre protected with bubble wrap this design is true to the picture,1
so nice the colour,1
so soft and comfortable really like it will recommend to my friend and family,1
sock printed fabric is very cute very good cowbell many couple like to order any star doe not want to do a million star,1
soft and comfy,1
soft and worth the money,1
soft material that i am looking at all item are in good condition nice printing can not wait to use them,1
soft pretty colour,1
soft quality great,1
solid product,1
soo happy with the fast delivery,1
speedy arrival work well,1
speedy delivery,1
speedy delivery and nice item,1
speedy delivery i love it,1
speedy delivery product fit on screen wellthank you very much,1
speedy delivery well packed in sturdy carton ordered may received june thanks,1
speedy reply seller contacted me quickly after order placed although i missed out the message can redeem given code immediately will surely purchase again smiling face with smiling eye,1
speedy shipping and delivery received product in le than a week product came in well in quality a well recommended,1
spray mop received and in good order thank you,1
st time purchase very thin material cooling but too transparent but it okay for guy,1
staff were friendly and helpful,1
sturdy protective packaging with intact seal delivered within stated time frame will buy again from this seller,1
super comfyyyyyy and size fit just nice,1
super cute and came with temp tattoo thank u di,1
super cute and very very satisfied with this purchase,1
super cute love it,1
super cute will buy from this store again fast shipping too,1
super duper fast delivery super duper value for money,1
super fast,1
super fast and reliable delivery with no leakage,1
super fast delivery,1
super fast delivery a usual love the discount and always happy to shop online now partying face,1
super fast delivery all item are in order and in good condition,1
super fast delivery and it s authentic and cheaper from retail shop bought from this seller twice already,1
super fast delivery and seller included an all purpose wet n wild highlighter thank you will definitely purchase again,1
super fast delivery by grab driver come with free sample hope it taste good,1
super fast delivery cable in good condition,1
super fast delivery can t wait to try both product smile thank you,1
super fast delivery excellent recommended,1
super fast delivery good productnice and yummy love it,1
super fast delivery good service and product,1
super fast delivery groovy guitar pick highly recommended,1
super fast delivery haven t tried the headset nicely bubble wrapped also,1
super fast delivery just got it within day i m impressed thumb up,1
super fast delivery love the quality very cooling suitable for sg weather thank u so much thumb up,1
super fast delivery next day,1
super fast delivery only day i receive it hopefully is fun,1
super fast delivery ordered afternoon delivered before lunch already assembled highly recommended seller,1
super fast delivery ordered on and got it on can t wait to try the product,1
super fast delivery product work well price is good too happy with my purchase,1
super fast delivery receive item the next day item working,1
super fast delivery received within a day good service,1
super fast delivery seems quite good no loose handle have yet to try,1
super fast delivery seller is friendly and respond fast to quiries recommended and now looking to buy another,1
super fast delivery super cute a well,1
super fast delivery thumb up,1
super fast delivery very happy with purchase highly recommended,1
super fast delivery very nice watch,1
super fast delivery within day,1
super fast delivery within day,1
super fast delivery within one day great quality perfectly fit my girl gooooooooood,1
super fast next day delivery item all packed nicely in a carton,1
super fast service received order the next day,1
super fast shipping and quality of the product is excellent,1
super good fast delivery,1
super good quality for the price thank you so much,1
super good quality loving it but delivery slow due to virus but the reat is all good,1
super love the quality,1
super love this refreshing cleanser this is my th bottle recommend for those with oily combination skin to try out,1
super nice love it,1
super quality highly recommended,1
super satisfied with the product m with kg the pant fit me very well a if it is made to order,1
super well packed fast delivery received within day movement of needle hand is continuous and silent,1
superb prompt delivery thumb up,1
superb quality recommended quality thumb up ok hand,1
superfast delivery ordered on may received on may very polite delivery service,1
surprisingly not windbreaker material but is very comfy and soft,1
swift delivery received in good condition very pleased,1
table is quite robust however there is a very obvious scratch mark on the table top if not it will be perfect,1
taste v good super duper fast delivery,1
test were accurate and delivery wa quick too thank you,1
tested all good and genuine quick delivery,1
tested both and work fine delivery wa fine too and fast thanks,1
tested out and work well come with nice packaging a pouch to keep only thing is without the led light but is not necessary,1
tested the hdmi cable with my k monitor and macbook they are good would buy again with different length,1
tested work perfectly with smooth ding dong sound thumb up,1
texture is really nice and blendable finish look very dewy and natural,1
texture of the shirt is good size a little bigger than what i wa expecting but overall good for the pricing,1
th purchase will buy again,1
thank u so much for the fast delivery soap working for my dark spot doesn t feel dry or tighten on my face love it thank u seller,1
thank you for a gift still considered a fast delivery haven t try it and will purchase again,1
thank you for delivery item in good condition,1
thank you for the efficient delivery,1
thank you for the extra hair clip smile,1
thank you for the good quality,1
thank you for the nice watch at a good price item wa well packaged and in very good condition,1
thank you i love it,1
thank you i received the item in a good condition,1
thank you i ve received the item partying face,1
thank you it s cute and working well also delivery fast thumb up light skin tone,1
thank you purchase it before and finish in week help my lo sleep will buy again once finish smiling face with smiling eye,1
thank you received in good condition i have yet to wash it so don t know if colour will run,1
thank you received them earlier than expected,1
thank you seller for the free gift and item in good condition,1
thank you seller i always order with you fast delivery always get bonus top up,1
thank you seller item received in good conditionhappy with my purchase will purchase again with the sellerhighly recommend,1
thank you so much for the quick delivery,1
thank you to our product very beautiful,1
thank you very efficient thumb up,1
thank you very fast delivery thanks for the pc free,1
thank you very much for expediting the delivery,1
thanks for good already received the product in accordance with his picture and that prompted buyer,1
thanks for the fast delivery received in great condition,1
thanks for the small bag too,1
thanks love the jacket,1
thanks seller fast delivery and good quality,1
thanks seller for bubble wrapping all the product to protect them expiry can t wait to use them,1
thanks seller item receive fast hadnt try yet hope it work well,1
thanks seller love it so much,1
thanks seller my brother love it the sound quality is good stay safe,1
thanks seller ordered on and received everything in order on delivery time considered reasonable given the ph weekend,1
thanks seller will buy again if i need,1
the alphabet stand is much smaller than the on i bought earlier,1
the bass is quite strong might consider to get another set of earphone for my hubby,1
the belt look exactly like the pic worth the price and fast delivery smile,1
the best seller and good product this is the second purchase,1
the box was squashed nevertheless item wa in good condition work well,1
the brush is just the size i m looking for,1
the bundle is cheaper than single pc didnt knw that when i ordered the st time,1
the case fitted really well love it,1
the cloth is of good quality and worth it the sizing is abit large so don t overestimate ur sizing,1
the cloth is rather thin so probably fine for singapore weather,1
the clothes are really nice but may need to iron after wash,1
the color is gorgeous the price is cheap awful in use anyway nice dehh,1
the delivery took slightly longer than previous purchased but resonable it not that i have to wait so many week smile,1
the delivery was fast consider the cb period and well packed,1
the delivery was quite fast and quite easy to pair it to the app for use,1
the delivery was really fast,1
the double side is sticky and strong can hold item well will buy again,1
the facial cleansing brush is basically like a facial cleanser tool with vibration the only thing that i did not expect it to do is that you have to hold the button for it to vibrate and that really take a toll on your hand and it quite tiring to hold it for thag long but other than that it fin,1
the fit is good and the buckle allow you to adjust accordingly to your comfort,1
the item is good love it soo much thankyou will buy again,1
the item is the same a what it s describe on it i will buy it again,1
the item was delivered quite fast love the product,1
the item was superb and good immensely pleasing packaging delivery was superb item is of first rate quality,1
the item were received in good time and wa a pictured quality not bad,1
the mask arrive fast and the mask is very comfy,1
the material is satin very smooth and soft size is bigger for the green overall nice and comfy,1
the material seems thick and strong can t wait to use it,1
the necklace is super cute i was scared the pendant wa gon na be too big but it is the perfect size,1
the order came really quickly and the item is working just fine,1
the original product the product price is very good delivery speed is very good the response was excellent seller rekomended seller thanks,1
the package was delivered prompty in good condition along with some goody smiling face with heart eye,1
the pan was intact the seller actually wrapped it with spongey wrap,1
the parcel arrived faster than expected,1
the pillow is of good quality and my cat love the bed,1
the plastic screw are quite sturdy and fit perfectly on the toilet seat good product,1
the price and quality of the fan is good and the seller is very responsive too thank you,1
the product arrived on time with the other product really good product,1
the product arrived within good time the quality is better than i expected,1
the product came in good condition and delivery wa good thanks di,1
the product is in good working condition sound and charging station are ok,1
the product quality is excellent in accordance with the order reasonably priced once thanks,1
the product quality is excellent the original product the product price is very good delivery speed is very good delivery speed is very good delivery speed is very good delivery speed is very good delivery speed is very good delivery speed is very good,1
the product quality is excellent the product quality is excellent the original product fast delivery packing very well recommended seller,1
the product quality was excellent ty,1
the product was new in it plastic packaging and securely bubble wrapped,1
the product was well packaged and delivery wa very prompt,1
the quality is good reasonable priced however if you can wait you may order a it is coming from china and it take longer than expected to arrive,1
the quality of case is actually pretty good it doesn t come off easily which i think good it s a good buy please note that i haven t tear plastic sheet on thats why look like in pic sneezing face,1
the quality of the item are good and my hubby said that it comfy will buy more if got promotion in future thanks,1
the quality of the material is good,1
the quality wa decent not bad the delivery was amazing coz i bought it on crazy fast delivery got a call from the delivery guy,1
the received in good condition and look like the picture shared weight is also okay hope it last long,1
the running shoe size is good shipment wa fast and good,1
the seller give the screw a well will intro to my friend nice item,1
the seller is responsive and the mask are really top quality after receiving the stock the mask inside come in two different brand check with the seller and the seller clear my doubt and assure me that the quality of the mask is ply thanks seller,1
the service is great from the carrier very good service from the store,1
the shippment is very fast n is well wrapped thanks seller,1
the silicone is soft and feel comfortable have only used it once so far just not quite sure how long they ll last haha overall with pricing and all i think it s pretty decent for me oh delivery took about week for me,1
the size is really value for money,1
the size just rite,1
the sock are really pretty and affordable a for the quality is good too the seller are friendly and open to any doubt too,1
the stylus is very high quality and good recommend thumb up light skin tone,1
the sweater really cool the material is soft cozy very much recommended,1
the table received in good condition it is better than i expected it is big n solid worth thd buy,1
the volleyball came in good condition,1
thin material but good quality for the price color a showed in photo,1
thin material ok for causal wear,1
thinking of buying this for my nephew yo but upon receiving the item this can not be given to him a there are many small part but it is really pretty,1
third time bought nice product,1
third time buying this i love it but very little only,1
third time ordering this lala version so addictive fast delivery item wa delivered within day,1
this is already my second purchase the quality of the tier is good and it really help to organise table space,1
this is my nd buy love the quality and delivery was super fast thanks,1
this is my second clock bought from this buyer very prompt delivery,1
this is my second purchase it is very strong i have placed ml shower gel and shampo,1
this is my second time buying from shopee will highly recommended,1
this is my third purchase already very soft and comfortable material value for money delivery time is reasonable very satisfied with my purchase ordered bigger size xxl which fit perfectly during my w,1
this is my third time buying from this seller really love the quality seller is very friendly and responsive thank you smile will definitely buy from you again smile bought this during sale and price wa very cheap too,1
this is one of the best deal available at shopee and is great value for money,1
this is the second time i bought the cake from this seller seller is very responsive and kindly agreed to customise the name on the cake we have really enjoyed their cake,1
